WELLNAME,= 33846-CBL (1),,,,,,,
STDEP  =,17,,,,,,,
ENDEP  =,10431.5,,,,,,,
LEVEL  =,0.5,,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL,","GR, LTEN, TT3FT",,,,
,,,,,,,,
#DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN,TT3FT
3342,22.6,35.7,46.8,26.5,0,130,777.1,290
3342.5,23.3,35.8,41.6,28.9,0,124.4,786.6,290
3343,24.3,35.9,42.7,30.6,0,114.8,772.3,290.4
3343.5,23.9,35.7,42.7,30.2,0,108.1,792.1,290.5
3344,22.6,35,42.1,28.6,0,104,803.2,290.3
3344.5,22.3,34.2,40.5,28.2,0,100.7,778.7,290.3
3345,22,33.5,38.4,28.2,0,89.9,782.6,290.3
3345.5,20.9,32.4,37.8,26.5,0,77.6,788.2,290.9
3346,19.3,31.1,36.6,25.8,0,77.9,770,291.4
3346.5,18.5,29.9,36.1,24.1,0,100.8,793.7,291.9
3347,18.6,29.5,35.7,23.1,0,129.2,799.2,291.9
3347.5,19.2,28.8,35.5,22.9,0,133.5,778.7,291.7
3348,19.5,29,35.6,23.8,0,127.2,785,291.6
3348.5,19.3,29.5,35.4,24.6,0,119.3,781,290.7
3349,19.4,29.9,34.9,24.5,0,105.2,774.7,290.2
3349.5,18.9,29.8,35.4,25,0,91.1,796.1,290.9
3350,18.1,29.1,34.1,24.9,0,84.2,803.2,291.5
3350.5,18.1,28.4,33.8,24.3,0,90.2,781.8,291.9
3351,20.1,27.7,33,23.6,0,93.7,791.3,291.3
3351.5,20.5,26.9,32.2,22.6,0,97,793.7,291.1
3352,18.3,26.2,31.2,21.6,0,110.3,784.2,291.8
3352.5,17.2,25.6,31.3,20,0,115,797.7,292.7
3353,17.2,26.2,32.7,20.5,0,108.8,804,292.7
3353.5,17.9,27.8,35,21.2,0,101.3,777.9,291.9
3354,18.8,28.3,34.6,22.4,0,105.9,786.6,291.2
3354.5,18.7,28.2,33.2,23.7,0,111.5,787.4,291.3
3355,18.5,28,33.2,22.7,0,112.2,796.9,291.2
3355.5,18.9,28.9,35.5,22.3,0,115.3,812.7,291.4
3356,18.6,28.9,35.7,23.6,0,108,811.1,292.6
3356.5,18.7,28.5,35.6,24.3,0,88,776.3,292.3
3357,19.2,29.1,35.3,25,0,69,769.2,293.9
3357.5,18.1,27,31.6,23.5,0,60.2,785,305.3
3358,16.6,24.8,29.1,21.4,0,64.9,788.2,322.5
3358.5,14.9,21.4,25.9,17.9,0,78.5,806.4,327.3
3359,13.9,19.4,24.8,15.3,0,94.7,804,316.9
3359.5,13.9,18.6,23.6,14.6,2,105.1,780.2,311.3
3360,13.4,18.2,22.3,14.7,0,107.9,781,321.4
3360.5,15.7,22,27,17.6,0,105.3,770.7,317
3361,16.3,24.3,29.4,19.9,0,95.9,788.2,307.6
3361.5,16.7,25.7,31.7,20.8,0,93.9,804.8,297.3
3362,17.5,28.2,35.1,22.9,0,101.1,801.6,292.6
3362.5,18.9,29.9,37.4,24.9,0,108.1,781.8,291.8
3363,20,30.9,39,24.8,0,117.9,773.1,291.5
3363.5,20.5,31.5,40.1,23,0,129.6,778.7,291
3364,20.8,32.6,41,25.1,0,134.2,795.3,290.5
3364.5,20.9,33.5,41.4,27.2,0,133.8,800,290.2
3365,21.7,34.3,42.3,28,0,126.3,808.7,289.9
3365.5,22.7,35.4,43.8,29.4,0,114.5,773.9,290
3366,23.4,36.3,45.8,30,0,97,792.1,289.8
3366.5,23.8,37.8,46.9,30.5,0,86.2,779.5,289.7
3367,24,39.2,47,31.2,0,81.8,788.9,289.5
3367.5,24.1,39.2,49.1,32.1,0,86.7,804.8,289.6
3368,24.6,39.5,51.8,32.3,0,101.2,800.8,289.9
3368.5,25.7,40.5,52.9,32.6,0,109.4,784.2,290
3369,26.2,41.2,51.4,34.5,0,112.3,792.1,289.6
3369.5,27.7,43.3,52.6,35.9,0,111.3,774.7,289.2
3370,29.6,46.3,55.4,38.6,0,108.1,792.1,288.9
3370.5,29.7,47.7,55.7,38.9,0,104.5,799.2,289
3371,29.3,47.7,55.8,40.2,0,108.9,804.8,289.3
3371.5,28.9,47.1,56,39.4,0,112.3,792.9,289.2
3372,27.4,46.5,56.3,37.6,0,109.8,801.6,288.7
3372.5,27.1,46.4,56.7,36.9,0,113.2,776.3,288.8
3373,27.4,44.8,54.2,35.9,0,117.7,786.6,289.3
3373.5,26.6,43,52.2,35.4,0,127.3,792.9,289.5
3374,26,40.9,50.9,33.6,0,132.7,798.4,289.2
3374.5,24.3,39.1,47.8,31.4,0,131.1,778.7,289.9
3375,23.3,37.7,45.3,29.6,0,137.9,802.4,290.6
3375.5,22.9,35.6,43.3,28.1,0,135.8,778.7,290.7
3376,22.2,34.2,42.9,27.7,0,112.8,788.2,290.7
3376.5,21.3,33.1,41.8,25.5,0,93.8,798.4,290.9
3377,20.4,32.2,40.5,24.9,0,98.2,793.7,291.3
3377.5,20.3,31.4,38.7,26.4,0,109,778.7,291.2
3378,20.5,30.7,37.3,26.5,0,110.4,794.5,291
3378.5,20.9,29.8,36.8,25.2,0,102.6,780.2,290.4
3379,20.6,29.1,37.6,25,0,87.7,786.6,290.2
3379.5,18.9,28.6,36.9,23.4,0,79.9,807.9,291.8
3380,17.5,28.1,35.3,22.2,0,97.2,805.6,292.9
3380.5,17.9,28.1,34.3,22.5,0,125.4,782.6,293
3381,18.4,28.4,34.4,22.7,0,139.4,795.3,292.6
3381.5,18.2,28.5,36.4,23.3,0,133.8,778.7,292.7
3382,17.9,28.3,36.2,21.9,0,121.9,790.5,292.7
3382.5,17.8,29.1,36.6,23.1,0,113.1,804,292.3
3383,19.2,30.8,38.4,24.6,0,108.6,795.3,291.3
3383.5,20.6,32.5,41.3,26.2,0,103.7,781.8,291.1
3384,22.3,33.8,41.7,28,0,95.5,800.8,290.8
3384.5,23.5,34.5,41.9,29,0,85.5,781,290.6
3385,24.1,35,42.1,27.9,0,79.2,790.5,289.7
3385.5,23.3,34.6,41.7,27.7,0,86.3,806.4,288.8
3386,21,33.6,39.2,28.1,0,100.5,795.3,289.6
3386.5,20.6,32.5,38.6,27.1,0,100.7,781.8,290.3
3387,20.9,31.7,38.9,25.8,0,94.5,801.6,290.5
3387.5,19.9,31,38,24.6,0,95.5,781,290.7
3388,18.5,29.7,36.9,22,0,98.9,794.5,291.3
3388.5,18.5,29,36.6,20.9,0,98.3,812.7,291.5
3389,19.2,29.4,37.3,22.7,0,99.9,804,291.2
3389.5,19.5,30,38.1,23.9,0,108.9,788.9,291.1
3390,19.7,30.8,39,24.8,0,109.4,804,290.9
3390.5,19.5,32.4,41.3,25.9,0,98.2,775.5,290.3
3391,20.1,33,41.7,26.3,0,93,787.4,289.8
3391.5,20.4,32.1,39.3,25.5,0,96.5,806.4,290.1
3392,20.1,31.4,38.1,24.7,0,97.4,813.5,290
3392.5,20.5,31.3,37.9,23.7,0,99.2,786.6,289.6
3393,20.4,32.2,39.7,24.6,0,107,812.7,290.2
3393.5,20.3,32.4,40,24.3,0,123.3,785.8,290.6
3394,19.8,31.5,39.2,25.1,0,124.6,803.2,290.7
3394.5,19.8,30.7,38.4,25.1,0,108.5,812.7,290.7
3395,19.5,30.2,37.3,24.2,0,100.4,806.4,290.8
3395.5,18.7,29.7,36,23.8,0,95.6,785,291.2
3396,18.3,29.3,34.8,23.8,0,91.5,799.2,291.6
3396.5,18,28.8,35,24.3,0,91.7,781.8,291.6
3397,18,28.6,35.8,24,0,107.3,804.8,291.6
3397.5,18.4,28.7,36.1,23.8,0,116.2,781,291.3
3398,18.5,28.5,35.9,23.5,0,116.7,778.7,290.6
3398.5,18.3,28.8,36.2,23.8,0,115.7,780.2,287.1
3399,18.2,28.9,36.5,21.9,0,104.9,800,282.3
3399.5,18.2,28,36.3,20.8,0,99.1,785.8,287.8
3400,18.2,27.1,35.7,20,0,108.6,809.5,292.3
3400.5,16.2,24.9,32.8,18.8,0,128.6,807.9,301.7
3401,14.4,23,29.6,18,0,131.5,808.7,310.3
3401.5,12.8,19.5,25.3,16.2,0,117.9,785,318.9
3402,12.7,18.9,25.3,14.9,0,102.2,800.8,330.4
3402.5,12.5,19.6,27,15.2,2,86.7,788.2,339.1
3403,12.1,19.8,27.6,15.6,0,84.2,814.3,338.9
3403.5,15,24.2,32.3,19.5,0,92.2,811.9,325.7
3404,17.9,29.5,36.6,23.8,0,103.2,811.1,304.3
3404.5,17.6,28.5,34.6,22.6,0,110.5,782.6,294
3405,18.4,28.3,34.5,22.6,0,108.4,804.8,291.7
3405.5,18,28.1,33.8,23.1,0,94.7,789.7,292.4
3406,17.4,28.1,33.3,24.6,0,88.4,810.3,292.8
3406.5,18.5,28.8,34.5,24.4,0,103.3,810.3,292.1
3407,19.6,29.5,35.6,23.9,0,121.8,809.5,291.7
3407.5,20.3,30.4,35.8,23,0,121.9,786.6,291.5
3408,20.6,31.9,37.1,26.1,0,113.7,796.9,291
3408.5,20.7,32.5,38.3,27.4,0,117.4,788.9,290.7
3409,21.3,32.6,38,25.8,0,134,806.4,291.2
3409.5,21,32.8,37,28.1,0,154,810.3,291.5
3410,21.3,33.6,38.3,29.7,0,153.5,806.4,290.9
3410.5,20.8,33.2,39.5,29.5,0,136.2,793.7,290.8
3411,20.1,31.9,37.3,28.4,0,124.5,799.2,291
3411.5,19.8,31.8,37.7,28.3,0,119.4,790.5,291.2
3412,20.3,32.1,38.4,27.1,0,111,810.3,291.1
3412.5,20.5,31.9,37.6,26.4,0,95.4,811.9,290.8
3413,20.2,30.7,36.7,26.3,0,92.9,819.8,290.9
3413.5,19.6,30.4,36,25.9,0,111.5,786.6,291.1
3414,19.5,30.6,35.8,26.1,0,122.6,793.7,291
3414.5,19.9,30.9,35.6,26.4,0,119.8,792.1,290.6
3415,20.2,31.3,36.3,27.1,0,109.3,804,290.4
3415.5,21.2,32.7,38.7,27.1,0,102.9,815.9,290
3416,23.4,34.9,42.2,27.6,0,110.3,811.9,289.3
3416.5,23.1,36,43.1,30.4,0,120.9,801.6,289.7
3417,23,35.9,42.1,30.5,0,123,799.2,290
3417.5,23.4,36,41.5,30.9,0,125.9,794.5,289.9
3418,22.3,35.2,41.1,29.9,0,119.5,813.5,289.8
3418.5,21.2,33.6,39.6,29.2,0,106.5,810.3,290.4
3419,20,32.2,39.4,27,0,111.2,778.7,291.3
3419.5,19.4,31.3,38.8,25.8,0,126.7,794.5,291.4
3420,19.3,30.5,36.6,25.7,0,134.7,801.6,291.4
3420.5,18.9,29.9,35.6,24.7,0,131.9,796.1,291.9
3421,19,29.7,35.8,25.3,0,121.3,810.3,291.5
3421.5,19.4,30.2,36.4,25.3,0,110,808.7,291
3422,19.7,30.3,36.6,25.4,0,116.5,784.2,291.2
3422.5,19.5,30.1,36.6,24.1,0,138.1,797.7,291.7
3423,19.6,30.2,37.3,22.7,0,156.8,802.4,291.4
3423.5,19.7,30.3,38.2,23.3,0,149.3,793.7,291.2
3424,20.4,30.1,36.8,24.4,0,134.1,800.8,291.6
3424.5,21.1,30.8,36.4,24.7,0,131.2,808.7,291.5
3425,19.9,30.4,35.6,24.5,0,128.5,794.5,291.4
3425.5,18.9,29.9,35.2,25.6,0,121,802.4,292.2
3426,18.8,29.8,34.7,24.4,0,121.8,807.2,292.1
3426.5,19.1,29.5,34.7,23.9,0,134.2,792.1,291.5
3427,19.3,29.9,36.2,24,0,147.6,804,291.3
3427.5,19.6,30.1,36.6,24.1,0,138,820.6,291.2
3428,19.5,30.8,38,25.7,0,112.8,799.2,291.1
3428.5,19.6,31.5,39.1,26.1,0,105.6,802.4,290.7
3429,19.7,31.6,39.1,25.9,0,118,809.5,290.6
3429.5,20.4,32.1,39.8,24.9,0,130.2,788.2,290.2
3430,20.6,33.2,41.3,26.3,0,127.2,819,289.8
3430.5,21.5,34,42.7,27.9,0,118.7,820.6,289.8
3431,22.7,34.4,42.6,28.5,0,120.1,801.6,289.9
3431.5,23.4,34.7,42.3,28.7,0,114.3,798.4,289.9
3432,23.7,35.5,43.5,28.5,0,108.9,803.2,289.4
3432.5,22.8,36.2,44.3,29.5,0,125,790.5,289.4
3433,21.8,36.1,44.1,29.9,0,144.2,812.7,289.9
3433.5,22.4,36.9,44.7,30.3,0,153.7,817.4,289.7
3434,22.9,37.9,46.2,31.2,0,150.1,807.9,289.5
3434.5,22.6,38.4,47.6,31.8,0,133.9,800,289.4
3435,23.4,38.9,48.2,32.4,0,117.1,814.3,289
3435.5,24.6,40.2,48.7,33,0,108.4,800,288.7
3436,25.6,42.4,50.4,34.6,0,103.4,811.9,288.6
3436.5,26.5,43,50.6,34.9,0,104.4,819,288.2
3437,26.7,42.1,49.4,35.1,0,113.5,798.4,288.5
3437.5,26.5,41.4,49.1,35.3,0,116.9,797.7,288.6
3438,26,40.9,48.4,33.1,0,109.2,803.2,288.5
3438.5,25,40.2,46.5,32.8,0,112.6,804,289
3439,24.4,40.1,44.8,33.5,0,128.5,823,289.1
3439.5,24.5,39.1,44.7,33,0,141.9,820.6,289
3440,23.8,38.3,44.8,32.6,0,152.8,820.6,289.2
3440.5,23.4,38,46,31.9,0,148.6,820.6,289.2
3441,23.8,37.5,46.1,30.7,0,138.6,818.2,289.2
3441.5,23.7,36.4,44.5,28.9,0,143.4,804.8,289.7
3442,22.2,35.3,43.8,29.1,0,140.8,812.7,290
3442.5,20.9,34.3,42.8,28.8,0,137.6,818.2,290
3443,19.9,32.4,39.7,27.1,0,155.7,804.8,291.2
3443.5,18.9,31,37.5,26.1,0,194,795.3,294.5
3444,20.5,32.9,40,27.3,0,230.1,789.7,301.7
3444.5,17,26.7,33.5,22.2,0,213.2,804,310.4
3445,14.8,23.8,30.4,19.3,0,159.8,819,308.8
3445.5,14.4,23.4,30.2,18.7,2,145.5,817.4,312.7
3446,15,23.8,31,19.8,0,172.7,809.5,312.9
3446.5,18.7,29.1,37.3,24.3,0,187.3,788.2,307.5
3447,20.6,31,40.8,23.9,0,173.2,787.4,295.6
3447.5,19.2,29.6,39.3,22.3,0,161,800.8,292
3448,18,28.1,36.4,21.1,0,173.1,813.5,292.8
3448.5,17,26.8,34.3,20.6,0,178.2,819.8,293.4
3449,16.7,26.6,33.9,21.3,0,168.9,814.3,293
3449.5,16.6,26.3,34.4,19.9,0,157.1,808.7,293.1
3450,17,26.5,34,20.2,0,142.4,792.9,292.9
3450.5,17.5,26.6,32.5,21,0,138.3,796.9,292.6
3451,18,27,32.6,21.1,0,154.4,823.8,292.4
3451.5,17.9,27.9,34.6,21.2,0,165.8,829.3,292.5
3452,18.2,28.9,36.7,21.5,0,155.4,815.1,292.2
3452.5,19,30.4,38.9,23.9,0,137.5,812.7,291.5
3453,19.9,32,40.6,26,0,140.2,795.3,290.9
3453.5,20.9,33.3,41.7,27.1,0,158.1,804.8,290.9
3454,21.6,35,43.7,28.7,0,161.2,818.2,291.1
3454.5,22.3,36.5,44.3,29.7,0,143.8,816.6,290.8
3455,22.6,36.8,45,29.2,0,129.7,821.4,291
3455.5,22.5,36.7,44.1,28.7,0,129.1,819,290.9
3456,22.4,36.8,43.9,29.3,0,136.5,798.4,290.8
3456.5,22.2,36.9,44.8,30.4,0,137.5,800.8,290.9
3457,22.3,36.2,44.5,30.4,0,121.8,819.8,290.6
3457.5,22.7,35.5,43,30.6,0,121.9,822.2,290.6
3458,21.2,34.5,42,29.9,0,130.1,795.3,291.2
3458.5,20.1,32.9,41,28.3,0,122.4,813.5,291.5
3459,19.7,31,38.2,26.7,0,121.7,800.8,291.8
3459.5,19.6,30.1,38,25.2,0,134,800,291.7
3460,19.2,29.9,37.3,24.4,0,133.1,815.9,292
3460.5,18.6,29.1,35.9,24,0,114.6,823,292.4
3461,18,27.7,34.5,22.9,0,103.7,816.6,292.6
3461.5,17.6,26.9,34.4,22.6,0,120.4,815.1,292.8
3462,17.8,26.9,34.2,21.9,0,141.3,797.7,292.8
3462.5,18.1,27.4,34.3,22.4,0,154.5,807.2,292.7
3463,18.4,27.4,33.9,22.1,0,153,826.1,292.5
3463.5,18.8,26.5,33.1,21.3,0,133.2,826.9,292.4
3464,18.7,25.8,33.1,21.9,0,118.1,794.5,292.9
3464.5,17.8,26,34.1,20.9,0,129.8,808.7,293.7
3465,16.3,25.5,31.4,20.3,0,149.6,796.1,294.3
3465.5,16.3,26,32.4,21.2,0,144.4,797.7,293.9
3466,17.1,26.6,32.9,20.5,0,136.4,820.6,292.9
3466.5,17.3,27.4,33.4,22.9,0,153.3,819,292.7
3467,17.7,28.4,35.1,22.1,0,150.7,798.4,292.2
3467.5,18,27.8,34.8,21.8,0,126.5,806.4,292
3468,17.7,27.6,34.9,21.8,0,124.4,802.4,292.4
3468.5,17.2,27.6,35.3,21.5,0,142,811.9,292.8
3469,17.3,27.5,35.8,21,0,154.4,813.5,292.8
3469.5,17.5,27.3,34.8,21.3,0,163.8,823.8,294
3470,16.7,27.2,34,21,0,164.9,798.4,301.6
3470.5,16.4,27.3,34.6,20.1,0,156.2,811.9,301.5
3471,16.8,27.3,34.6,19.3,0,156,806.4,294.3
3471.5,17.1,27.2,34.7,20.6,0,152.1,816.6,292.9
3472,17,27.1,34.1,19.2,0,142,831.7,292.7
3472.5,16.6,26.5,34.3,19.6,0,146.1,831.7,293.1
3473,16,25.8,34,19.4,0,166.6,807.2,294
3473.5,15.3,24.7,32.2,19.2,0,184.4,819.8,294.8
3474,14.9,23.9,30.2,19,0,189.4,790.5,295.1
3474.5,15.1,23.5,29.8,18.3,0,196.2,803.2,294.8
3475,15.2,23.2,29.3,18.2,0,191,825.4,294.7
3475.5,15.1,23.1,28.7,18.7,0,166.4,825.4,294.6
3476,15.1,23,29,18.7,0,154.9,804,294.5
3476.5,15.2,23.8,29.3,19.6,0,149.9,823,294.2
3477,15.7,24.6,30.2,20.3,0,150,797.7,293.7
3477.5,17,25.3,30.8,20.6,0,166.4,807.2,291.9
3478,17.5,25.6,31.3,20.1,0,177.3,825.4,291.3
3478.5,17.3,26.1,32.5,20.5,0,170,821.4,292
3479,17.8,26.9,32.6,21.3,0,162.5,808.7,292
3479.5,19.2,28.7,33.3,22.9,0,173.4,818.2,291.9
3480,20.8,31.6,36.6,25.4,0,190.7,799.2,291.2
3480.5,22.2,34.6,40.9,29.8,0,186.9,805.6,290.3
3481,23.3,36.9,43.4,31.4,0,185.8,824.6,289.7
3481.5,23.8,37.6,44.3,31,0,195.8,826.1,289.4
3482,24.9,38.9,45.5,32.3,0,193.7,823.8,289.1
3482.5,25.6,40.3,47.1,34.5,0,174,824.6,288.9
3483,24.4,39.3,46.1,32.9,0,157.4,807.9,289.4
3483.5,22.7,37.1,42.8,31.7,0,159.9,822.2,289.8
3484,21.4,34.4,40.5,29.6,0,170.7,831.7,290.2
3484.5,21.1,33,39.1,29.1,0,179.8,830.1,290.6
3485,20.4,31.9,37.4,27.6,0,175.9,803.2,291.2
3485.5,17.9,27.7,33.1,23.1,0,150.9,811.1,297.4
3486,16.3,24.6,29.7,20.5,0,131.1,805.6,314.1
3486.5,14.6,21.8,26.7,17.6,0,131.1,821.4,331.3
3487,12.4,17.6,23.1,13,0,138.8,830.9,340.3
3487.5,12.2,17.4,23.4,13.2,-2,159.3,830.9,341.5
3488,11.4,17.4,22.9,13.7,0,187.7,804,341.2
3488.5,11.9,18.6,22.7,15.1,0,196,828.5,336.1
3489,15.4,21.6,25.7,17.4,0,187.5,811.1,318.5
3489.5,15.2,20.6,26.1,14.7,0,189.6,819.8,308.4
3490,15.7,23,29.2,17.4,0,194.7,819.8,298.5
3490.5,16.4,24.7,31.1,19.1,0,184.5,823.8,293.3
3491,16.5,25.8,32,20.2,0,175.6,809.5,292.7
3491.5,17,26.9,31.8,21.9,0,178.7,826.9,292.1
3492,18,28.2,33.4,22.7,0,183.5,806.4,291.4
3492.5,19.3,30.3,36.1,25,0,186.6,809.5,291.1
3493,21.2,33.4,39.9,27.7,0,199.5,828.5,290.4
3493.5,23.1,36.7,43.2,30.4,0,211.3,817.4,289.3
3494,23.9,38.5,46.2,30.9,0,199.2,807.9,288.7
3494.5,25.3,40.2,49.1,32.5,0,183.9,826.9,289
3495,27,41.5,49.5,33.8,0,185.5,802.4,289.1
3495.5,26,40.2,47,33.2,0,185.7,826.9,288.8
3496,24.6,38.6,44.2,32.3,0,183,826.1,288.8
3496.5,24.1,38.1,43.4,32.9,0,187.1,828.5,289.3
3497,23.3,36.7,42.1,32.3,0,200,799.2,289.7
3497.5,22.5,35.5,41,30.8,0,211.3,823.8,289.6
3498,21.8,34.4,40,29.2,0,214,807.9,289.4
3498.5,21.2,33.1,39,27.3,0,203.8,828.5,290.4
3499,20.7,32.1,38.2,26.6,0,195,831.7,290.7
3499.5,20.3,30.7,36.2,25.5,0,183.7,834.1,290.5
3500,20.6,30.2,35.3,25.2,0,169,803.2,290.7
3500.5,20.3,30.6,35.3,25.7,0,169.5,822.2,290.9
3501,19.3,29.7,34.5,25.5,0,174.9,809.5,291.2
3501.5,18.5,29,34.3,25.1,0,167.1,826.9,291.3
3502,18.5,28.6,32.7,24.4,0,152.7,830.9,291.2
3502.5,18.2,27.7,31,22.8,0,137.5,811.9,291.7
3503,17.8,26.3,30.9,22.3,0,125.1,815.9,292.2
3503.5,17.6,26,30.1,22.9,0,120.3,818.2,292.8
3504,17.2,25.7,30.7,22.4,0,130.2,806.4,292.8
3504.5,17.1,26.5,31.2,21.9,0,135.5,822.2,292.7
3505,17,27.4,32.1,22.6,0,129,827.7,292.5
3505.5,17.1,27.5,32.3,23.7,0,125.2,813.5,292.4
3506,17.4,27.3,32.5,23.5,0,123.2,814.3,292.3
3506.5,18.4,27,33.4,22.3,0,113.8,830.1,292.4
3507,17.9,27,33.1,22.1,0,109.8,809.5,292.8
3507.5,16.8,26.7,32.4,22.7,0,114,820.6,293.4
3508,16,25.6,30.1,21.9,0,109.5,838.8,294.2
3508.5,14.6,24.7,27.9,21.5,0,110,829.3,299.3
3509,13.3,23.2,26.1,19.6,0,122.8,814.3,310.5
3509.5,14.1,22.5,25.9,18.6,0,130.7,828.5,310.8
3510,16.3,25,28.1,22,0,124.2,801.6,299.4
3510.5,17.6,28.6,33.3,25.7,0,111.2,826.9,294
3511,18.3,31.6,36.5,28.1,0,103.2,836.4,292.9
3511.5,19.8,33.8,39.2,28.7,0,97,834.1,291.6
3512,22.5,36.3,43.7,30.6,0,88,810.3,290.5
3512.5,23.3,35.9,44.1,30.2,0,80.4,829.3,290.4
3513,20.9,32.6,40.2,27.8,0,83,808.7,291.5
3513.5,19.2,29.2,35.9,22.9,0,95.5,826.1,292.3
3514,18.5,27.2,33.1,21.7,0,101.4,831.7,288.8
3514.5,18.3,27.6,33.4,23.2,0,87.7,840.4,282.8
3515,19,28.8,34.1,25.8,0,72.6,814.3,288.3
3515.5,19.7,30.2,35.9,26.7,0,78.8,813.5,291.6
3516,20.2,30.7,36.3,25.6,0,94,804,291.2
3516.5,20.7,32.3,39.5,26.5,0,102.4,826.9,290.2
3517,21.7,36.2,47.3,29.9,0,105.5,835.6,289.8
3517.5,23.2,38.2,45.6,32.5,0,98.6,845.1,289.9
3518,22.7,37.2,44,31.9,0,88.2,819,290
3518.5,21.6,34.3,41.6,29.6,0,93.9,811.9,289.9
3519,21.6,33.5,40.8,28.6,0,116,807.2,290.1
3519.5,21.7,34.3,40.5,28.5,0,121.8,830.1,290.8
3520,20.2,33.2,39.1,28.5,0,107.7,849.1,291.8
3520.5,18.2,30.7,37,25.3,0,96.3,817.4,293.2
3521,18.1,28.8,33.7,23.6,0,91.5,814.3,292.6
3521.5,19.2,28.3,32.9,23.7,0,94.5,823.8,292.1
3522,21.6,29.7,35.2,24.2,0,95.9,809.5,291.4
3522.5,23.7,35,40.8,29.4,0,104.8,829.3,289.8
3523,27,41.6,47.5,36.4,0,114.9,808.7,288.9
3523.5,29.4,45.7,51.9,38.9,0,108,808.7,288.7
3524,29.7,46.6,52.1,38.1,0,99.1,818.2,288.7
3524.5,28.8,44.1,49,38.4,0,105.4,826.9,288.7
3525,27.4,39.1,45.6,30,0,117,821.4,288.9
3525.5,22.8,33.6,39.4,25.7,0,133.6,846.7,290.5
3526,18,29.1,32.7,25.4,0,140,849.9,292
3526.5,17,27.4,31.9,24.2,0,129.2,838,292.4
3527,17.8,27.6,32.2,22.7,0,123.1,804,293.5
3527.5,17.2,26.3,30.9,19.9,0,124.2,811.9,301.7
3528,16.8,25.5,31.5,20.3,0,123.3,819.8,309.9
3528.5,13.5,21.3,26.9,16.9,0,125.2,830.1,317.4
3529,13,21,25.3,17.3,0,122.9,841.2,318.6
3529.5,12.9,19.7,22.8,15.1,2,106.9,835.6,321.2
3530,11.6,16.9,20.5,12.7,0,109.3,838,334.2
3530.5,13.2,19.6,24.5,15.5,0,127.4,821.4,326.4
3531,15.9,24.8,29.1,20.4,0,130.3,816.6,305.5
3531.5,15.1,23.9,27.1,19.7,0,126.3,832.5,297.1
3532,15.4,24.5,29.3,19.4,0,125.8,838.8,294.4
3532.5,16.8,25.5,31.1,20.5,0,124.2,816.6,293.2
3533,18,25.8,31.4,21.4,0,123.4,830.9,292.5
3533.5,17.8,26.4,32.1,21.4,0,118.2,835.6,292.2
3534,17.7,27.3,32.7,22.9,0,118.9,817.4,292
3534.5,17.8,28,32.5,24.3,0,122.5,832.5,291.7
3535,18,29.3,35.4,24.8,0,120.8,838,291.6
3535.5,17.8,30.5,37.9,25.6,0,126.7,814.3,292
3536,18.2,30.9,36.9,25.9,0,140.4,821.4,291.7
3536.5,19.8,31.7,37,26.4,0,143.9,830.1,291
3537,20.4,31.8,36.8,27.2,0,143.9,811.9,290.9
3537.5,19.6,29.9,35.5,25.6,0,134.7,837.2,291.4
3538,18,26.8,32,22.8,0,109.6,849.1,292.1
3538.5,17.8,24.7,29.6,20.2,0,93.9,825.4,292.2
3539,17.1,24.1,29,19.6,0,102,825.4,294.1
3539.5,15.2,24,27.9,20.1,0,114.5,832.5,302.6
3540,14.5,23.4,28,18.8,0,120.2,823,304.7
3540.5,14.4,23.2,27.3,18.8,0,130.4,845.9,301.5
3541,14,23,26.1,18.7,0,151.3,849.1,306.4
3541.5,14.2,23,26.3,18.8,0,162.5,843.6,299.8
3542,14.9,23.5,27.4,19.7,0,141.3,815.9,294.5
3542.5,15.8,23.8,27.8,20.1,0,114.8,819,293.1
3543,15.8,24,28.5,19.9,0,107.9,826.1,293.1
3543.5,15.5,23.6,27.8,19,0,115.1,828.5,293.7
3544,15.7,22.9,26.7,19.1,0,125.8,809.5,293.9
3544.5,15.5,22.5,26.7,19.2,0,135.8,809.5,294
3545,15.4,23,27.6,19.4,0,138.3,833.3,293.8
3545.5,15.5,23.1,27.6,20.7,0,122.1,819.8,293.7
3546,15.3,22.6,26,20.5,0,107.7,816.6,294.1
3546.5,15,22.4,25.5,20.5,0,107,834.8,294.9
3547,14.6,22.2,25.2,19,0,109,844.3,299.6
3547.5,14.2,21.3,24.4,17.7,0,113.2,820.6,306.1
3548,15.2,21.1,24.3,18.2,0,114.7,831.7,299.1
3548.5,14.7,21.4,24.3,17.9,0,124.5,830.1,299.9
3549,13.6,21,23.8,18.5,0,144.5,819.8,312.6
3549.5,13.2,19.9,22.8,17.7,0,142.2,845.1,325.6
3550,12.3,18.5,21.9,15.8,0,115.6,852.3,334.7
3550.5,12.3,17.7,21.5,15,0,107.1,817.4,336.2
3551,12.7,17.4,21.6,14.7,0,129.2,828.5,332.1
3551.5,12.9,18.5,22.1,15.8,0,145.9,834.8,325.6
3552,12.7,19.4,24,15.9,0,141.8,822.2,331.7
3552.5,12.7,19.7,24.9,15.8,0,121.8,846.7,334.5
3553,12.8,19.6,24.1,15.9,0,111.4,849.9,327.5
